"EVENT_DATE","ADMIN1","EVENT_TYPE"
"11-2020","Sahel","Violence against civilians"
"11-2020","Nord","Violence against civilians"
"11-2020","Nord","Battles"
"11-2020","Centre","Violence against civilians"
"11-2020","Hauts-Bassins","Riots"
"11-2020","Sahel","Battles"
"11-2020","Sahel","Violence against civilians"
"11-2020","Sahel","Violence against civilians"
"11-2020","Sahel","Violence against civilians"
"11-2020","Nord","Strategic developments"
"11-2020","Est","Violence against civilians"
"11-2020","Sahel","Battles"
"11-2020","Sahel","Violence against civilians"
"11-2020","Sahel","Violence against civilians"
"11-2020","Sahel","Riots"
"11-2020","Sahel","Violence against civilians"
"11-2020","Sahel","Strategic developments"
"12-2020","Est","Violence against civilians"
"12-2020","Centre","Violence against civilians"
"12-2020","Centre","Protests"
"12-2020","Boucle du Mouhoun","Protests"
"12-2020","Centre","Protests"
"12-2020","Boucle du Mouhoun","Violence against civilians"
"12-2020","Centre","Protests"
"12-2020","Sahel","Violence against civilians"
"12-2020","Centre-Nord","Strategic developments"
"12-2020","Sahel","Violence against civilians"
"12-2020","Centre","Violence against civilians"
"12-2020","Centre","Riots"
"12-2020","Sahel","Strategic developments"
"12-2020","Sahel","Violence against civilians"
"12-2020","Sahel","Strategic developments"
"12-2020","Sahel","Battles"
"12-2020","Centre-Nord","Violence against civilians"
"12-2020","Sahel","Violence against civilians"
"12-2020","Est","Violence against civilians"
"12-2020","Est","Violence against civilians"
"12-2020","Sahel","Violence against civilians"
"12-2020","Sahel","Violence against civilians"
"12-2020","Centre-Nord","Battles"
"12-2020","Centre-Sud","Battles"
"12-2020","Cascades","Violence against civilians"
"12-2020","Sahel","Violence against civilians"
"12-2020","Sahel","Violence against civilians"
"12-2020","Sahel","Violence against civilians"
"12-2020","Boucle du Mouhoun","Strategic developments"
"12-2020","Sahel","Strategic developments"
"12-2020","Sahel","Explosions/Remote violence"
"12-2020","Sahel","Explosions/Remote violence"
"12-2020","Hauts-Bassins","Protests"
"12-2020","Est","Violence against civilians"
"12-2020","Sahel","Battles"
"12-2020","Sahel","Violence against civilians"
"12-2020","Centre-Nord","Battles"
"12-2020","Nord","Violence against civilians"
"12-2020","Sahel","Battles"
"12-2020","Sahel","Battles"
"12-2020","Sahel","Violence against civilians"
"12-2020","Nord","Violence against civilians"
"01-2021","Sahel","Battles"
"01-2021","Sahel","Violence against civilians"
"01-2021","Boucle du Mouhoun","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Sahel","Explosions/Remote violence"
"01-2021","Nord","Battles"
"01-2021","Sahel","Battles"
"01-2021","Sahel","Violence against civilians"
"01-2021","Centre-Sud","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Sahel","Battles"
"01-2021","Est","Violence against civilians"
"01-2021","Est","Battles"
"01-2021","Sud-Ouest","Riots"
"01-2021","Nord","Violence against civilians"
"01-2021","Centre","Protests"
"01-2021","Est","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Boucle du Mouhoun","Violence against civilians"
"01-2021","Nord","Battles"
"01-2021","Nord","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Nord","Violence against civilians"
"01-2021","Sahel","Strategic developments"
"01-2021","Boucle du Mouhoun","Violence against civilians"
"01-2021","Sahel","Strategic developments"
"01-2021","Sahel","Battles"
"01-2021","Est","Battles"
"01-2021","Est","Violence against civilians"
"01-2021","Est","Battles"
"01-2021","Sahel","Strategic developments"
"01-2021","Est","Violence against civilians"
"01-2021","Sud-Ouest","Violence against civilians"
"01-2021","Hauts-Bassins","Protests"
"01-2021","Sahel","Strategic developments"
"01-2021","Sahel","Violence against civilians"
"01-2021","Sahel","Explosions/Remote violence"
"01-2021","Sahel","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Boucle du Mouhoun","Strategic developments"
"01-2021","Sahel","Violence against civilians"
"01-2021","Cascades","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Boucle du Mouhoun","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Est","Violence against civilians"
"01-2021","Centre-Nord","Battles"
"01-2021","Sahel","Battles"
"01-2021","Est","Strategic developments"
"01-2021","Est","Strategic developments"
"01-2021","Est","Strategic developments"
"01-2021","Centre-Nord","Battles"
"01-2021","Boucle du Mouhoun","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Centre-Nord","Battles"
"01-2021","Sahel","Violence against civilians"
"01-2021","Hauts-Bassins","Battles"
"01-2021","Boucle du Mouhoun","Violence against civilians"
"01-2021","Est","Strategic developments"
"01-2021","Sahel","Strategic developments"
"01-2021","Est","Violence against civilians"
"01-2021","Sahel","Violence against civilians"
"01-2021","Sahel","Strategic developments"
"01-2021","Est","Protests"
"01-2021","Sud-Ouest","Battles"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Strategic developments"
"02-2021","Sahel","Violence against civilians"
"02-2021","Est","Protests"
"02-2021","Sahel","Battles"
"02-2021","Est","Violence against civilians"
"02-2021","Est","Violence against civilians"
"02-2021","Est","Strategic developments"
"02-2021","Sahel","Strategic developments"
"02-2021","Sahel","Strategic developments"
"02-2021","Est","Violence against civilians"
"02-2021","Centre-Nord","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Strategic developments"
"02-2021","Centre-Sud","Riots"
"02-2021","Sahel","Strategic developments"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Battles"
"02-2021","Cascades","Battles"
"02-2021","Est","Strategic developments"
"02-2021","Centre-Nord","Battles"
"02-2021","Sahel","Violence against civilians"
"02-2021","Centre","Violence against civilians"
"02-2021","Centre-Nord","Battles"
"02-2021","Sahel","Strategic developments"
"02-2021","Boucle du Mouhoun","Violence against civilians"
"02-2021","Est","Strategic developments"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Violence against civilians"
"02-2021","Boucle du Mouhoun","Strategic developments"
"02-2021","Est","Battles"
"02-2021","Est","Violence against civilians"
"02-2021","Boucle du Mouhoun","Violence against civilians"
"02-2021","Centre","Protests"
"02-2021","Centre-Nord","Protests"
"02-2021","Sahel","Violence against civilians"
"02-2021","Hauts-Bassins","Riots"
"02-2021","Est","Violence against civilians"
"02-2021","Centre-Nord","Strategic developments"
"02-2021","Sahel","Violence against civilians"
"02-2021","Est","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Centre-Nord","Battles"
"02-2021","Centre-Nord","Strategic developments"
"02-2021","Centre","Violence against civilians"
"02-2021","Centre-Est","Protests"
"02-2021","Est","Violence against civilians"
"02-2021","Est","Violence against civilians"
"02-2021","Sahel","Violence against civilians"
"02-2021","Sahel","Explosions/Remote violence"
"02-2021","Sahel","Strategic developments"
"02-2021","Est","Battles"
"02-2021","Centre-Est","Protests"
"02-2021","Sahel","Violence against civilians"
"02-2021","Est","Violence against civilians"
"02-2021","Sahel","Battles"
"02-2021","Sahel","Violence against civilians"
"02-2021","Est","Violence against civilians"
"02-2021","Sahel","Strategic developments"
"02-2021","Sahel","Strategic developments"
"03-2021","Sud-Ouest","Protests"
"03-2021","Centre-Nord","Battles"
"03-2021","Centre","Riots"
"03-2021","Hauts-Bassins","Riots"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Explosions/Remote violence"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Battles"
"03-2021","Est","Strategic developments"
"03-2021","Centre-Nord","Battles"
"03-2021","Sahel","Strategic developments"
"03-2021","Sahel","Explosions/Remote violence"
"03-2021","Sahel","Battles"
"03-2021","Centre-Nord","Battles"
"03-2021","Est","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Centre-Nord","Strategic developments"
"03-2021","Est","Violence against civilians"
"03-2021","Est","Violence against civilians"
"03-2021","Centre-Nord","Battles"
"03-2021","Centre-Nord","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Nord","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Centre-Nord","Protests"
"03-2021","Cascades","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Battles"
"03-2021","Est","Violence against civilians"
"03-2021","Sahel","Strategic developments"
"03-2021","Est","Strategic developments"
"03-2021","Sud-Ouest","Battles"
"03-2021","Centre-Nord","Battles"
"03-2021","Centre-Nord","Violence against civilians"
"03-2021","Nord","Strategic developments"
"03-2021","Centre","Protests"
"03-2021","Nord","Riots"
"03-2021","Nord","Protests"
"03-2021","Centre-Nord","Violence against civilians"
"03-2021","Centre","Protests"
"03-2021","Centre-Nord","Violence against civilians"
"03-2021","Centre","Riots"
"03-2021","Sahel","Strategic developments"
"03-2021","Est","Protests"
"03-2021","Nord","Violence against civilians"
"03-2021","Nord","Violence against civilians"
"03-2021","Est","Battles"
"03-2021","Sahel","Violence against civilians"
"03-2021","Sahel","Battles"
"03-2021","Centre-Nord","Battles"
"03-2021","Nord","Protests"
"03-2021","Sahel","Violence against civilians"
"03-2021","Nord","Battles"
"03-2021","Sahel","Violence against civilians"
"03-2021","Nord","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Est","Violence against civilians"
"03-2021","Sahel","Violence against civilians"
"03-2021","Centre-Nord","Violence against civilians"
"03-2021","Hauts-Bassins","Protests"
"03-2021","Sud-Ouest","Battles"
"03-2021","Est","Battles"
"03-2021","Est","Violence against civilians"
"03-2021","Est","Strategic developments"
"03-2021","Est","Strategic developments"
"03-2021","Centre","Protests"
"03-2021","Nord","Violence against civilians"
"03-2021","Sahel","Strategic developments"
"04-2021","Centre-Nord","Battles"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Explosions/Remote violence"
"04-2021","Sahel","Strategic developments"
"04-2021","Sahel","Explosions/Remote violence"
"04-2021","Sahel","Strategic developments"
"04-2021","Sahel","Battles"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Strategic developments"
"04-2021","Est","Strategic developments"
"04-2021","Est","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Est","Strategic developments"
"04-2021","Est","Battles"
"04-2021","Est","Battles"
"04-2021","Sahel","Explosions/Remote violence"
"04-2021","Cascades","Battles"
"04-2021","Sahel","Battles"
"04-2021","Est","Violence against civilians"
"04-2021","Boucle du Mouhoun","Violence against civilians"
"04-2021","Est","Strategic developments"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Centre-Nord","Battles"
"04-2021","Sahel","Violence against civilians"
"04-2021","Nord","Violence against civilians"
"04-2021","Centre-Est","Strategic developments"
"04-2021","Boucle du Mouhoun","Violence against civilians"
"04-2021","Boucle du Mouhoun","Violence against civilians"
"04-2021","Boucle du Mouhoun","Violence against civilians"
"04-2021","Sahel","Strategic developments"
"04-2021","Sahel","Strategic developments"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Explosions/Remote violence"
"04-2021","Centre","Protests"
"04-2021","Centre-Nord","Strategic developments"
"04-2021","Est","Strategic developments"
"04-2021","Est","Violence against civilians"
"04-2021","Est","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Est","Violence against civilians"
"04-2021","Est","Violence against civilians"
"04-2021","Est","Explosions/Remote violence"
"04-2021","Est","Explosions/Remote violence"
"04-2021","Est","Explosions/Remote violence"
"04-2021","Est","Violence against civilians"
"04-2021","Centre-Est","Violence against civilians"
"04-2021","Sahel","Explosions/Remote violence"
"04-2021","Nord","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Battles"
"04-2021","Sahel","Strategic developments"
"04-2021","Centre-Sud","Violence against civilians"
"04-2021","Centre-Nord","Violence against civilians"
"04-2021","Est","Battles"
"04-2021","Sahel","Violence against civilians"
"04-2021","Centre-Nord","Battles"
"04-2021","Centre-Nord","Battles"
"04-2021","Centre-Nord","Battles"
"04-2021","Est","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Sahel","Violence against civilians"
"04-2021","Centre-Nord","Explosions/Remote violence"
"04-2021","Sahel","Battles"
"04-2021","Est","Battles"
"04-2021","Centre-Nord","Explosions/Remote violence"
"04-2021","Centre","Protests"
"04-2021","Boucle du Mouhoun","Violence against civilians"
"04-2021","Boucle du Mouhoun","Violence against civilians"
"04-2021","Centre-Nord","Violence against civilians"
"04-2021","Est","Battles"
"04-2021","Est","Violence against civilians"
"04-2021","Est","Violence against civilians"
"04-2021","Centre-Nord","Explosions/Remote violence"
"04-2021","Centre-Nord","Violence against civilians"
"04-2021","Cascades","Violence against civilians"
"04-2021","Centre-Nord","Violence against civilians"
"04-2021","Centre-Nord","Explosions/Remote violence"
"04-2021","Nord","Strategic developments"
"04-2021","Centre","Riots"
"04-2021","Est","Violence against civilians"
"04-2021","Nord","Strategic developments"
"04-2021","Sahel","Strategic developments"
"04-2021","Cascades","Explosions/Remote violence"
"04-2021","Nord","Battles"
"04-2021","Sud-Ouest","Riots"
"04-2021","Boucle du Mouhoun","Strategic developments"
"04-2021","Centre-Nord","Battles"
